c;pinit;d;v;time;vh_1;vd_1;p;vd_0;rdd;rhd;rhh;f_1;f_0;vh_2;file
0.39;0.33;1;0.19;3340;1.0792;0.971937;0.535861;1.02422;-0;-0;-0;0.522903;0.202696;0.933385;./core_140/iter_freqdep_16_9_2016_162626_628220542
0.41;0.33;0.1;0.19;10165;1.07388;0.944864;0.820652;1.01435;0.028251;0.252754;0.565035;0.31657;0.0309626;0.994771;./core_141/iter_freqdep_16_9_2016_160356_776760811
0.41;0.33;0.5;0.19;4655;1.07347;0.95401;0.542037;1.01806;0.0807766;0.20815;0.133205;0.523219;0.197839;0.961415;./core_141/iter_freqdep_16_9_2016_160357_199212094
0.41;0.33;1;0.19;2780;1.07806;0.970686;0.514356;1.02297;-0;-0;-0;0.526422;0.222442;0.928566;./core_141/iter_freqdep_16_9_2016_160357_372751350
0.43;0.33;0.1;0.19;10350;1.0737;0.944744;0.803272;1.01435;0.0342402;0.273544;0.546063;0.341023;0.0373781;0.994078;./core_141/iter_freqdep_16_9_2016_160357_483906336
0.43;0.33;0.5;0.19;4042;1.07275;0.953164;0.521609;1.01724;0.0872489;0.210087;0.125342;0.527094;0.216348;0.958846;./core_141/iter_freqdep_16_9_2016_160357_949069816
0.43;0.33;1;0.19;2206;1.07704;0.969569;0.494917;1.02184;-0;-0;-0;0.527943;0.241104;0.923926;./core_141/iter_freqdep_16_9_2016_160358_123095909
0.45;0.33;0.1;0.19;10497;1.07348;0.944572;0.785995;1.0143;0.0407519;0.293372;0.527777;0.364046;0.0443598;0.993373;./core_141/iter_freqdep_16_9_2016_160358_210403027
0.45;0.33;0.5;0.19;2587;1.07209;0.952392;0.502975;1.01649;0.0932669;0.21121;0.118226;0.529101;0.233989;0.956378;./core_141/iter_freqdep_16_9_2016_160358_571910575
0.45;0.33;1;0.19;2820;1.07611;0.968542;0.477143;1.02081;-0;-0;-0;0.527935;0.258882;0.919441;./core_141/iter_freqdep_16_9_2016_160358_733704981
0.47;0.33;0.1;0.19;10602;1.07324;0.944356;0.76891;1.01419;0.0477239;0.312122;0.510175;0.385537;0.0518563;0.992662;./core_141/iter_freqdep_16_9_2016_160358_894678059
0.47;0.33;0.5;0.19;3527;1.07149;0.951699;0.486025;1.01582;0.0988258;0.211696;0.111814;0.529664;0.250652;0.954002;./core_142/iter_freqdep_16_9_2016_160348_644388898
0.47;0.33;1;0.19;2973;1.07526;0.967604;0.460882;1.01987;-0;-0;-0;0.526754;0.275733;0.915101;./core_142/iter_freqdep_16_9_2016_160348_847411745
0.49;0.33;0.1;0.19;10663;1.07299;0.944106;0.7521;1.01403;0.0550831;0.329698;0.493256;0.405428;0.0598062;0.991951;./core_142/iter_freqdep_16_9_2016_160349_13511051
0.49;0.33;0.5;0.19;3911;1.07093;0.951051;0.470342;1.01519;0.104035;0.211677;0.105933;0.529091;0.266624;0.951707;./core_142/iter_freqdep_16_9_2016_160349_422121343
0.49;0.33;1;0.19;3026;1.07449;0.966746;0.445948;1.01901;-0;-0;-0;0.524677;0.291706;0.910894;./core_142/iter_freqdep_16_9_2016_160349_647237336
0.51;0.33;0.1;0.19;10682;1.07272;0.94383;0.735641;1.01384;0.0627498;0.346036;0.477016;0.423689;0.0681406;0.991245;./core_142/iter_freqdep_16_9_2016_160349_826841821
0.51;0.33;0.5;0.19;4054;1.07042;0.950455;0.455883;1.01461;0.108889;0.21126;0.100565;0.527633;0.281812;0.949488;./core_142/iter_freqdep_16_9_2016_160350_188783050
0.51;0.33;1;0.19;3037;1.07378;0.965957;0.432186;1.01821;-0;-0;-0;0.521916;0.306849;0.906809;./core_142/iter_freqdep_16_9_2016_160350_410235626
0.53;0.33;0.1;0.19;10661;1.07245;0.943535;0.719601;1.01363;0.070642;0.361099;0.461449;0.440322;0.0767868;0.990547;./core_142/iter_freqdep_16_9_2016_160350_550593221
0.53;0.33;0.5;0.19;4111;1.06996;0.949903;0.44251;1.01407;0.113418;0.210532;0.0956518;0.525488;0.296255;0.947338;./core_142/iter_freqdep_16_9_2016_160350_966622804
0.53;0.33;1;0.19;3027;1.07312;0.965229;0.419462;1.01748;-0;-0;-0;0.518639;0.321212;0.902837;./core_143/iter_freqdep_16_9_2016_160335_995799442
0.55;0.33;0.1;0.19;10601;1.07217;0.943228;0.704033;1.01339;0.0786796;0.374882;0.446547;0.455365;0.0856724;0.98986;./core_143/iter_freqdep_16_9_2016_160336_126621296
0.55;0.33;0.5;0.19;4125;1.06952;0.949393;0.430106;1.01358;0.11765;0.209559;0.0911442;0.522811;0.309993;0.945253;./core_143/iter_freqdep_16_9_2016_160336_484957346
0.55;0.33;1;0.19;3004;1.07251;0.964556;0.407664;1.01681;-0;-0;-0;0.514974;0.334843;0.898971;./core_143/iter_freqdep_16_9_2016_160336_630745573
0.57;0.33;0.1;0.19;10505;1.0719;0.942914;0.688978;1.01315;0.0867879;0.387404;0.432298;0.468878;0.0947272;0.989188;./core_143/iter_freqdep_16_9_2016_160336_738739190
0.57;0.33;0.5;0.19;4116;1.06912;0.948919;0.418569;1.01312;0.121612;0.208396;0.0869984;0.519724;0.323066;0.943228;./core_143/iter_freqdep_16_9_2016_160337_75289220
0.57;0.33;1;0.19;2974;1.07195;0.963932;0.396693;1.01618;-0;-0;-0;0.511025;0.347788;0.895204;./core_143/iter_freqdep_16_9_2016_160337_389758425
0.59;0.33;0.1;0.19;10379;1.07163;0.942599;0.674466;1.0129;0.0948996;0.398703;0.41869;0.480942;0.103886;0.988532;./core_143/iter_freqdep_16_9_2016_160337_613207214
0.59;0.33;0.5;0.19;4092;1.06875;0.948477;0.407813;1.01269;0.125326;0.207087;0.0831766;0.516326;0.335514;0.941258;./core_143/iter_freqdep_16_9_2016_160338_80400161
0.59;0.33;1;0.19;2941;1.07143;0.963351;0.386467;1.0156;-0;-0;-0;0.506871;0.360092;0.89153;./core_143/iter_freqdep_16_9_2016_160338_254726139
0.61;0.33;0.1;0.19;10228;1.07136;0.942285;0.660513;1.01264;0.102956;0.408837;0.405706;0.49165;0.11309;0.987893;./core_144/iter_freqdep_16_9_2016_160336_343006110
0.61;0.33;0.5;0.19;4059;1.0684;0.948064;0.39776;1.01229;0.128814;0.205667;0.0796456;0.512696;0.347374;0.939341;./core_144/iter_freqdep_16_9_2016_160336_690532430
0.61;0.33;1;0.19;2904;1.07094;0.962809;0.376911;1.01505;-0;-0;-0;0.502577;0.371795;0.887944;./core_144/iter_freqdep_16_9_2016_160336_847803578
0.63;0.33;0.1;0.19;10057;1.07111;0.941976;0.647126;1.01239;0.110909;0.417873;0.393327;0.501104;0.122289;0.987272;./core_144/iter_freqdep_16_9_2016_160337_18555125
0.63;0.33;0.5;0.19;4021;1.06807;0.947679;0.388344;1.01191;0.132095;0.204163;0.0763763;0.508896;0.358682;0.937473;./core_144/iter_freqdep_16_9_2016_160337_397198061
0.63;0.33;1;0.19;2868;1.07049;0.962302;0.367961;1.01454;-0;-0;-0;0.498191;0.382937;0.88444;./core_144/iter_freqdep_16_9_2016_160337_672841544
0.65;0.33;0.1;0.19;9867;1.07086;0.941674;0.634302;1.01213;0.11872;0.425886;0.381532;0.509405;0.131437;0.986669;./core_144/iter_freqdep_16_9_2016_160337_916656071
0.65;0.33;0.5;0.19;3981;1.06776;0.947317;0.379505;1.01156;0.135186;0.202599;0.0733431;0.504976;0.369471;0.935651;./core_144/iter_freqdep_16_9_2016_160338_283140850
0.65;0.33;1;0.19;2830;1.07006;0.961827;0.359563;1.01407;-0;-0;-0;0.493756;0.393554;0.881015;./core_144/iter_freqdep_16_9_2016_160338_541815316
0.67;0.33;0.1;0.19;9662;1.07063;0.941379;0.622033;1.01189;0.126356;0.432954;0.370298;0.516659;0.140499;0.986083;./core_144/iter_freqdep_16_9_2016_160338_707013297
0.67;0.33;0.5;0.19;3937;1.06748;0.946977;0.371193;1.01123;0.138104;0.200993;0.0705237;0.500976;0.379773;0.933873;./core_145/iter_freqdep_16_9_2016_160335_889818991
0.67;0.33;1;0.19;2792;1.06966;0.961381;0.351665;1.01362;-0;-0;-0;0.489301;0.403678;0.877664;./core_145/iter_freqdep_16_9_2016_160336_14976831
0.69;0.33;0.1;0.19;9444;1.0704;0.941094;0.610304;1.01165;0.133797;0.439154;0.359601;0.522963;0.149444;0.985516;./core_145/iter_freqdep_16_9_2016_160336_108312549
0.69;0.33;0.5;0.19;3893;1.06721;0.946657;0.363361;1.01092;0.140861;0.199359;0.0678979;0.49693;0.389618;0.932136;./core_145/iter_freqdep_16_9_2016_160336_340323899
0.69;0.33;1;0.19;2755;1.06929;0.960962;0.344226;1.0132;-0;-0;-0;0.484852;0.413342;0.874385;./core_145/iter_freqdep_16_9_2016_160336_480911440
0.71;0.33;0.1;0.19;9214;1.07018;0.940818;0.599097;1.01141;0.141025;0.444565;0.349416;0.528412;0.158249;0.984965;./core_145/iter_freqdep_16_9_2016_160336_575676772
0.71;0.33;0.5;0.19;3849;1.06695;0.946355;0.35597;1.01063;0.143471;0.19771;0.065448;0.492863;0.399033;0.930439;./core_145/iter_freqdep_16_9_2016_160336_832431182
0.71;0.33;1;0.19;2720;1.06893;0.960567;0.337205;1.0128;-0;-0;-0;0.480429;0.422574;0.871173;./core_145/iter_freqdep_16_9_2016_160336_959876509
0.73;0.33;0.1;0.19;8973;1.06997;0.940552;0.588393;1.01119;0.14803;0.449258;0.339719;0.533093;0.166896;0.984431;./core_145/iter_freqdep_16_9_2016_160337_126092532
0.73;0.33;0.5;0.19;3804;1.06671;0.94607;0.348982;1.01035;0.145945;0.196056;0.0631585;0.488796;0.408043;0.928779;./core_145/iter_freqdep_16_9_2016_160337_382254336
0.73;0.33;1;0.19;2684;1.0686;0.960194;0.33057;1.01243;-0;-0;-0;0.476047;0.431401;0.868027;./core_146/iter_freqdep_16_9_2016_160335_714865016
0.75;0.33;0.1;0.19;8720;1.06977;0.940296;0.578168;1.01097;0.154806;0.453302;0.330486;0.537086;0.17537;0.983913;./core_146/iter_freqdep_16_9_2016_160335_824346179
0.75;0.33;0.5;0.19;3761;1.06648;0.9458;0.342366;1.01009;0.148294;0.194403;0.0610152;0.484745;0.416674;0.927155;./core_146/iter_freqdep_16_9_2016_160336_92692248
0.75;0.33;1;0.19;2649;1.06828;0.959842;0.324288;1.01207;-0;-0;-0;0.471718;0.439848;0.864943;./core_146/iter_freqdep_16_9_2016_160336_239203552
0.77;0.33;0.1;0.19;8455;1.06958;0.940051;0.5684;1.01076;0.161352;0.456762;0.321691;0.540466;0.183663;0.98341;./core_146/iter_freqdep_16_9_2016_160336_349982611
0.77;0.33;0.5;0.19;3718;1.06627;0.945545;0.336093;1.00984;0.150526;0.192759;0.0590057;0.480725;0.424946;0.925564;./core_146/iter_freqdep_16_9_2016_160336_607552256
0.77;0.33;1;0.19;2616;1.06799;0.959508;0.318333;1.01174;-0;-0;-0;0.46745;0.447937;0.861918;./core_146/iter_freqdep_16_9_2016_160336_752070536
0.79;0.33;0.1;0.19;8176;1.06939;0.939815;0.559067;1.01055;0.167669;0.459697;0.313311;0.543298;0.191767;0.982921;./core_146/iter_freqdep_16_9_2016_160336_923671165
0.79;0.33;0.5;0.19;3676;1.06606;0.945302;0.330137;1.00961;0.15265;0.191129;0.0571187;0.476746;0.432882;0.924006;./core_146/iter_freqdep_16_9_2016_160337_179591903
0.79;0.33;1;0.19;2583;1.0677;0.959191;0.312679;1.01142;-0;-0;-0;0.463253;0.455689;0.858951;./core_146/iter_freqdep_16_9_2016_160337_379300333
0.81;0.33;0.1;0.19;7879;1.06922;0.939588;0.550144;1.01036;0.173758;0.46216;0.305324;0.545642;0.199679;0.982447;./core_147/iter_freqdep_16_9_2016_160355_178985390
0.81;0.33;0.5;0.19;3634;1.06587;0.945072;0.324474;1.00938;0.154674;0.189516;0.0553442;0.472817;0.440499;0.92248;./core_147/iter_freqdep_16_9_2016_160355_511742807
0.81;0.33;1;0.19;2551;1.06743;0.95889;0.307304;1.01112;-0;-0;-0;0.459129;0.463126;0.85604;./core_147/iter_freqdep_16_9_2016_160355_767651404
0.83;0.33;0.1;0.19;7558;1.06905;0.939371;0.54161;1.01017;0.179626;0.464201;0.297708;0.547552;0.207396;0.981986;./core_147/iter_freqdep_16_9_2016_160355_928652324
0.83;0.33;0.5;0.19;3595;1.06569;0.944853;0.319083;1.00917;0.156605;0.187924;0.0536732;0.468942;0.447817;0.920984;./core_147/iter_freqdep_16_9_2016_160356_278424889
0.83;0.33;1;0.19;2520;1.06718;0.958605;0.302189;1.01083;-0;-0;-0;0.455084;0.470264;0.853182;./core_147/iter_freqdep_16_9_2016_160356_564034478
0.85;0.33;0.1;0.19;7201;1.06889;0.939162;0.533443;1.00999;0.185278;0.465864;0.290441;0.549076;0.214919;0.981537;./core_147/iter_freqdep_16_9_2016_160356_700662620
0.85;0.33;0.5;0.19;3555;1.06551;0.944644;0.313945;1.00897;0.158449;0.186355;0.0520975;0.465129;0.454851;0.919516;./core_147/iter_freqdep_16_9_2016_160356_973806640
0.85;0.33;1;0.19;2491;1.06694;0.958332;0.297314;1.01056;-0;-0;-0;0.45112;0.477121;0.850375;./core_147/iter_freqdep_16_9_2016_160357_197725500
0.87;0.33;0.1;0.19;6792;1.06873;0.938962;0.525624;1.00982;0.190721;0.467188;0.283505;0.550258;0.222249;0.981101;./core_147/iter_freqdep_16_9_2016_160357_369877230
0.87;0.33;0.5;0.19;3517;1.06534;0.944445;0.309042;1.00877;0.160212;0.184811;0.0506098;0.46138;0.461618;0.918076;./core_148/iter_freqdep_16_9_2016_160335_557444705
0.87;0.33;1;0.19;2461;1.0667;0.958073;0.292663;1.0103;-0;-0;-0;0.447238;0.483713;0.847618;./core_148/iter_freqdep_16_9_2016_160335_666471093
0.89;0.33;0.1;0.19;6292;1.06859;0.93877;0.518131;1.00965;0.195962;0.468211;0.276879;0.551134;0.229389;0.980676;./core_148/iter_freqdep_16_9_2016_160335_758053388
0.89;0.33;0.5;0.19;3480;1.06518;0.944255;0.30436;1.00859;0.1619;0.183294;0.0492034;0.457699;0.468131;0.916663;./core_148/iter_freqdep_16_9_2016_160335_875246938
0.89;0.33;1;0.19;2433;1.06648;0.957826;0.288221;1.01005;-0;-0;-0;0.44344;0.490054;0.844909;./core_148/iter_freqdep_16_9_2016_160335_975164049
0.91;0.33;0.1;0.19;5608;1.06845;0.938585;0.510948;1.00949;0.20101;0.468963;0.270548;0.551739;0.236341;0.980262;./core_148/iter_freqdep_16_9_2016_160336_60306859
0.91;0.33;0.5;0.19;3444;1.06503;0.944073;0.299882;1.00841;0.163516;0.181804;0.0478723;0.454086;0.474405;0.915276;./core_148/iter_freqdep_16_9_2016_160336_193821303
0.91;0.33;1;0.19;2406;1.06627;0.957589;0.283975;1.00981;-0;-0;-0;0.439725;0.496158;0.842247;./core_148/iter_freqdep_16_9_2016_160336_307070316
0.93;0.33;0.1;0.19;4352;1.06831;0.938408;0.504056;1.00934;0.205871;0.469475;0.264493;0.552104;0.243109;0.979859;./core_148/iter_freqdep_16_9_2016_160336_408618571
0.93;0.33;0.5;0.19;3409;1.06489;0.9439;0.295596;1.00824;0.165066;0.180342;0.046611;0.450544;0.480451;0.913913;./core_148/iter_freqdep_16_9_2016_160336_510868705
0.93;0.33;1;0.19;2380;1.06607;0.957363;0.279911;1.00959;-0;-0;-0;0.436094;0.502037;0.83963;./core_149/iter_freqdep_16_9_2016_160410_302953005
0.95;0.33;0.1;0.19;3663;1.06818;0.938248;0.497669;1.0092;0.210402;0.469803;0.258928;0.552287;0.249461;0.979466;./core_149/iter_freqdep_16_9_2016_160410_514481961
0.95;0.33;0.5;0.19;3374;1.06475;0.943733;0.291491;1.00808;0.166553;0.178909;0.0454146;0.447073;0.486283;0.912575;./core_149/iter_freqdep_16_9_2016_160410_720605006
0.95;0.33;1;0.19;2355;1.06588;0.957147;0.276018;1.00937;-0;-0;-0;0.432545;0.507704;0.837056;./core_149/iter_freqdep_16_9_2016_160410_957928647
0.97;0.33;0.1;0.19;5179;1.06806;0.938084;0.491309;1.00906;0.214917;0.469915;0.253378;0.552255;0.255874;0.979082;./core_149/iter_freqdep_16_9_2016_160411_141232058
0.97;0.33;0.5;0.19;3341;1.06461;0.943574;0.287554;1.00793;0.167982;0.177504;0.0442784;0.443674;0.49191;0.91126;./core_149/iter_freqdep_16_9_2016_160412_100518267
0.97;0.33;1;0.19;2331;1.06569;0.95694;0.272286;1.00916;-0;-0;-0;0.429078;0.51317;0.834525;./core_149/iter_freqdep_16_9_2016_160412_315685336
0.99;0.33;0.1;0.19;5765;1.06793;0.937927;0.485194;1.00892;0.219268;0.469855;0.24806;0.552054;0.262119;0.978706;./core_149/iter_freqdep_16_9_2016_160412_528983282
0.99;0.33;0.5;0.19;3309;1.06449;0.943421;0.283776;1.00778;0.169355;0.176129;0.0431983;0.440345;0.497343;0.909967;./core_149/iter_freqdep_16_9_2016_160412_735371568
0.99;0.33;1;0.19;2306;1.06552;0.956741;0.268704;1.00896;-0;-0;-0;0.425691;0.518445;0.832035;./core_149/iter_freqdep_16_9_2016_160412_898932543
0.01;0.33;0.1;0.21;1664;1.07354;0.921636;0.999229;0.994187;6.14217e-07;0.00129195;0.678875;0.0017662;7.67319e-07;1;./core_150/iter_freqdep_16_9_2016_160340_198522706
0.01;0.33;0.5;0.21;757;1.06733;0.910799;0.9999;0.97363;6.07303e-08;0.000267026;0.29013;0.000748633;1.38024e-07;1.00001;./core_150/iter_freqdep_16_9_2016_160340_345363180
0.01;0.33;1;0.21;522;1.06137;0.900018;0.999925;0.952815;-0;-0;-0;0.00176475;7.66117e-07;1.00003;./core_150/iter_freqdep_16_9_2016_160340_429679181
0.03;0.33;0.1;0.21;1737;1.07424;0.922884;0.999329;0.995685;4.80569e-07;0.00115375;0.691828;0.00157166;6.00893e-07;1;./core_150/iter_freqdep_16_9_2016_160340_514911366
0.03;0.33;0.5;0.21;810;1.07061;0.91644;0.999656;0.98006;2.90834e-07;0.000587973;0.294063;0.00164059;6.5481e-07;1.00001;./core_150/iter_freqdep_16_9_2016_160340_649234509
0.03;0.33;1;0.21;561;1.06699;0.91;0.999845;0.963383;-0;-0;-0;0.00178164;7.72259e-07;1.00002;./core_150/iter_freqdep_16_9_2016_160340_735370842
0.05;0.33;0.1;0.21;1818;1.07494;0.924132;0.999211;0.997184;6.04399e-07;0.00130591;0.70456;0.00177132;7.5498e-07;1;./core_150/iter_freqdep_16_9_2016_160340_830118257
0.05;0.33;0.5;0.21;873;1.07378;0.922056;0.999552;0.986449;3.26489e-07;0.000627251;0.298225;0.00174732;7.34705e-07;1;./core_150/iter_freqdep_16_9_2016_160341_133280318
0.05;0.33;1;0.21;607;1.07261;0.919982;0.999755;0.973951;-0;-0;-0;0.00181412;7.91967e-07;1.00001;./core_150/iter_freqdep_16_9_2016_160341_312581270
0.07;0.33;0.1;0.21;1911;1.07564;0.92538;0.999202;0.998683;5.98284e-07;0.00131153;0.717701;0.00177191;7.47357e-07;0.999999;./core_150/iter_freqdep_16_9_2016_160341_448232555
0.07;0.33;0.5;0.21;949;1.07695;0.927683;0.999844;0.992848;1.31548e-07;0.000401074;0.30262;0.0011173;2.97246e-07;0.999997;./core_151/iter_freqdep_16_9_2016_160335_974957957
0.07;0.33;1;0.21;663;1.07826;0.929983;0.9999;0.984536;-0;-0;-0;0.000890571;1.88931e-07;0.999996;./core_151/iter_freqdep_16_9_2016_160336_53129139
0.09;0.33;0.1;0.21;2019;1.07635;0.926629;0.999237;1.00018;5.37598e-07;0.00125502;0.731143;0.00168896;6.71779e-07;0.999997;./core_151/iter_freqdep_16_9_2016_160336_114169229
0.09;0.33;0.5;0.21;1040;1.08011;0.933292;0.999538;0.99923;2.65782e-07;0.000573787;0.306732;0.00159413;5.98503e-07;0.999989;./core_151/iter_freqdep_16_9_2016_160336_242199200
0.09;0.33;1;0.21;730;1.08385;0.939946;0.999606;0.995085;-0;-0;-0;0.00181024;7.71806e-07;0.999978;./core_151/iter_freqdep_16_9_2016_160336_318566093
0.11;0.33;0.1;0.21;2146;1.07705;0.927877;0.999194;1.00168;5.71601e-07;0.00130621;0.744628;0.00175053;7.14052e-07;0.999996;./core_151/iter_freqdep_16_9_2016_160336_377035557
0.11;0.33;0.5;0.21;1155;1.08329;0.93892;0.999632;1.00563;1.79297e-07;0.000474564;0.311088;0.00131734;4.04434e-07;0.999985;./core_151/iter_freqdep_16_9_2016_160336_514657537
0.11;0.33;1;0.21;816;1.08951;0.949944;0.999744;1.00567;-0;-0;-0;0.00139934;4.56341e-07;0.999972;./core_151/iter_freqdep_16_9_2016_160336_599656308
0.13;0.33;0.1;0.21;2300;1.07775;0.929123;0.999107;1.00318;6.63607e-07;0.00142048;0.758218;0.00189541;8.28428e-07;0.999993;./core_151/iter_freqdep_16_9_2016_160336_661840437
0.13;0.33;0.5;0.21;1303;1.08642;0.94452;0.999351;1.012;3.14769e-07;0.000632838;0.315261;0.00175256;7.08306e-07;0.999973;./core_151/iter_freqdep_16_9_2016_160336_834905432
0.13;0.33;1;0.21;928;1.09509;0.959911;0.999475;1.01622;-0;-0;-0;0.00175457;7.09936e-07;0.999952;./core_152/iter_freqdep_16_9_2016_160335_482129562
0.15;0.33;0.1;0.21;2497;1.07845;0.930372;0.999115;1.00467;6.3177e-07;0.00139904;0.772248;0.00185916;7.88802e-07;0.999992;./core_152/iter_freqdep_16_9_2016_160335_564612038
0.15;0.33;0.5;0.21;1507;1.08957;0.95013;0.99924;1.01838;3.52491e-07;0.000674118;0.319556;0.00186381;7.92825e-07;0.999963;./core_152/iter_freqdep_16_9_2016_160335_719756139
0.15;0.33;1;0.21;1085;1.10075;0.969904;0.999489;1.0268;-0;-0;-0;0.00156576;5.59524e-07;0.999945;./core_152/iter_freqdep_16_9_2016_160335_828021491
0.17;0.33;0.1;0.21;2766;1.07915;0.931618;0.999048;1.00617;6.99429e-07;0.00148573;0.786316;0.00196578;8.72868e-07;0.999989;./core_152/iter_freqdep_16_9_2016_160335_908614462
0.17;0.33;0.5;0.21;1815;1.09273;0.955741;0.999162;1.02476;3.66897e-07;0.000692304;0.323898;0.0019111;8.25055e-07;0.999954;./core_152/iter_freqdep_16_9_2016_160336_80824142
0.17;0.33;1;0.21;1326;1.10635;0.979878;0.999339;1.03736;-0;-0;-0;0.0016904;6.45487e-07;0.999927;./core_152/iter_freqdep_16_9_2016_160336_197546071
0.19;0.33;0.1;0.21;3203;1.07985;0.932866;0.999045;1.00767;6.7885e-07;0.00147747;0.800776;0.00194657;8.47155e-07;0.999988;./core_152/iter_freqdep_16_9_2016_160336_299138277
0.19;0.33;0.5;0.21;2382;1.09589;0.961355;0.999108;1.03115;3.6149e-07;0.00069172;0.328285;0.00190661;8.12824e-07;0.999945;./core_152/iter_freqdep_16_9_2016_160336_481315651
0.19;0.33;1;0.21;1783;1.11193;0.989846;0.999168;1.04791;-0;-0;-0;0.00185445;7.68986e-07;0.999905;./core_152/iter_freqdep_16_9_2016_160336_630478656
0.21;0.33;0.1;0.21;4939;1.08055;0.934112;0.999002;1.00916;7.1406e-07;0.00152944;0.815362;0.00200621;8.90535e-07;0.999985;./core_153/iter_freqdep_16_9_2016_160351_952938857
0.21;0.33;0.5;0.21;7242;1.09902;0.966954;0.99895;1.03751;4.37548e-07;0.000765915;0.332634;0.00210745;9.82694e-07;0.99993;./core_153/iter_freqdep_16_9_2016_160352_362987085
0.21;0.33;1;0.21;5364;1.11751;0.999811;0.999002;1.05846;-0;-0;-0;0.00200594;8.90296e-07;0.999882;./core_153/iter_freqdep_16_9_2016_160352_873909948
0.23;0.33;0.1;0.21;6659;1.08101;0.93493;0.986351;1.01023;0.000135638;0.020803;0.794991;0.0271987;0.000166184;0.999775;./core_153/iter_freqdep_16_9_2016_160353_186106307
0.23;0.33;0.5;0.21;8276;1.09716;0.965379;0.938905;1.03616;0.00150228;0.0425933;0.299773;0.115796;0.00332583;0.995753;./core_153/iter_freqdep_16_9_2016_160353_546859342
0.23;0.33;1;0.21;6807;1.11225;0.994491;0.922104;1.0531;-0;-0;-0;0.144991;0.00540621;0.990554;./core_153/iter_freqdep_16_9_2016_160353_962519065
0.25;0.33;0.1;0.21;6877;1.08143;0.935654;0.97257;1.01121;0.000559827;0.0416362;0.772479;0.0543783;0.000677017;0.9995;./core_153/iter_freqdep_16_9_2016_160354_377311728
0.25;0.33;0.5;0.21;8025;1.09527;0.963447;0.882638;1.03441;0.00559413;0.0783291;0.272681;0.210746;0.0123683;0.991488;./core_153/iter_freqdep_16_9_2016_160354_710934069
0.25;0.33;1;0.21;6247;1.10806;0.989925;0.856737;1.04849;-0;-0;-0;0.249682;0.018428;0.982066;./core_153/iter_freqdep_16_9_2016_160355_81165833
0.27;0.33;0.1;0.21;7100;1.08179;0.936292;0.958551;1.0121;0.00130491;0.0626248;0.750383;0.0816739;0.00155891;0.999174;./core_153/iter_freqdep_16_9_2016_160355_414433432
0.27;0.33;0.5;0.21;7692;1.09341;0.961451;0.831558;1.03254;0.0115492;0.107672;0.25008;0.286881;0.0256483;0.98734;./core_154/iter_freqdep_16_9_2016_160336_677387791
0.27;0.33;1;0.21;5764;1.10453;0.98607;0.801054;1.04459;-0;-0;-0;0.326357;0.0357738;0.974323;./core_154/iter_freqdep_16_9_2016_160336_985157751
0.29;0.33;0.1;0.21;7327;1.08209;0.936844;0.944299;1.01288;0.0024025;0.0837159;0.728747;0.108983;0.00283748;0.998797;./core_154/iter_freqdep_16_9_2016_160337_268129387
0.29;0.33;0.5;0.21;7320;1.09165;0.959518;0.785601;1.03071;0.018665;0.131368;0.230755;0.346981;0.041795;0.983377;./core_154/iter_freqdep_16_9_2016_160337_697410483
0.29;0.33;1;0.21;5341;1.10152;0.982773;0.753052;1.04127;-0;-0;-0;0.383033;0.0554389;0.967177;./core_154/iter_freqdep_16_9_2016_160338_76473964
0.31;0.33;0.1;0.21;7558;1.08232;0.937309;0.929822;1.01357;0.00388303;0.104854;0.707598;0.136202;0.00453731;0.998373;./core_154/iter_freqdep_16_9_2016_160338_347309675
0.31;0.33;0.5;0.21;6935;1.09003;0.957706;0.744405;1.02898;0.02638;0.150285;0.213932;0.393956;0.0597021;0.979622;./core_154/iter_freqdep_16_9_2016_160338_770170759
0.31;0.33;1;0.21;4959;1.09892;0.979922;0.711245;1.03839;-0;-0;-0;0.425161;0.076184;0.960521;./core_154/iter_freqdep_16_9_2016_160339_132959097
0.33;0.33;0.1;0.21;7790;1.08248;0.937689;0.91513;1.01416;0.00577454;0.125974;0.686956;0.163218;0.00668111;0.997903;./core_154/iter_freqdep_16_9_2016_160339_367390700
